word,meaning,dailyKey
tocar,"1. v. t. a) kukhumba, kuhenya v. t., kumexera | kumexa v. t. (P) mexer. || [tocar ao de leve, de raspão]: kutlhetlha v. t.. || [tocar, no jogo de tocada]: kusvatha, kuzóthá v. t. . b) (tocar um instrumento musical; tirar sons de, fazer soar) kuchaya, kuyímbá; kubá. Ex.: tocar apito, apitar kubá mpepo . c) (fustigar, por exemplo, animais de tiro para que puxem o carro ou o arado) kuchayela v. t. . d) (dizer respeito) kulumba, kukhumba v. t., kuelana, kufámbélána v. t.. 2. v. pron. (começar a apodrecer - Diz-se dos alimentos.) kuhina, kudzuka, kudzukuta, kungqhungqha, kufurha, kupfundza | kuvhundha v. i.",20331223
inventar,"v. t. a) (criar) kutsámbá | kuqámbhí, kusúmá v. t. b) (forjar, maquinar) kuphaya, kufúlá v. t. c) (fantasiar) kupimisa, kulórhá v. t.",20331224
intervir,"v. i. a) (tomar parte) kunghéná, kukumeka v. i. b) (influir, usar de poder de controle (sobre)) kuvéká voko, kufúmá, kutóngá, kulawúla v. i. c) (interferir, meter-se de permeio) kunghéná; kunghénélá v. i., kutinghéníséla v. pron.",20331225
dominar,"v. t. kufúmá, kutóngá v. t; kupatsula v. t. (gir. Fut.) || [dominar perfeitamente, por exemplo, uma língua, um ofício]: kuchápútá v. t.",20331226
acolher,v. t. kuyamukela; kurhúrhélá v. t. 2. v. pron. (recolher-se) kusísá; kumúká.,20331227
alcançar,"v. t. a) (chegar ou poder chegar com a mão até, ou perto de (algo)) kufikela, kuchikela, kukumela v. t. || [não alcançar (por exemplo, o cimo de um móvel com a mão)]: kuhélélá v. i. b) (conseguir; perceber) kukuma; kutshúmbá v. t.",20331228
associar,v. t. kuhlanganisa | kutlhanganisa v. t. 2. v. pron. kutihlangánísa kutitlhangánísa v. pron.,20331229
montanha,"s. f. ntshava ntava (yi-ti), xiganga, xitsunga (xi-svi).",20331230
enxergar,v. t. kuvóná v. t.,20331231
triste,"adj. 2 gen. a) (sem alegria) -a kuxúkúvála, -a kutsána; -a kuvávíséka loc. adj. . b) (que infunde tristeza) -a kuxúkúválísa, -a kuvávísá loc. adj.",20340101
vida,"s. f. a) (estado ou condição dos organismos que se mantêm em contínua actividade desde o nascimento até a morte; o espaço de tempo que decorre desde o nascimento até a morte; existência) vutómí (vu). b) (modo de viver) kuhanya (ku), rihanyu (ri), mahanyela (ma). c) (natureza) ntumbuluku [cf. saúde]. || [vida militar]: vusóchwa (vu), vhída, trópa (ri-ma). (P) tropa.",20340102
natureza,"s. f. a) (todos os seres do universo) ntumbuluku (mu-mi). b) (carácter inato) tshamela (ri-ma). c) (indole, carácter) hanyela (ri-ma). d) (carácter, tipo ou espécie) rihlovo (ri-ti), muhlovo, muxaka (mu-mi), khayini (ri-ma). (1) kind. e) (o que compõe a substância do ser) nyota (mu-mi), vuqovo (vu), xiviri (xi-svi). f) (as partes genitais do homem ou da mulher (especialmente as do homem)) vumunhu, vumbisi (vu). (euf.). [cf. humanidade, nudez].",20340103
exercer,"v. t. & i. kuyendla | kuyenca, kumaha v. t; kutirha v. i.",20340104
viver,"1. v. t. (gozar, desfrutar, fruir (a vida, um momento)) kuhanya v. t. 2. v. i. a) (ter vida; passar a vida, dedicar muito tempo) kuhanya v. i. b) (perdurar) kutshámá, kusímámá v. i. c) (habitar, morar) kuhanya, kutshámá v. i. d) (alimentar-se) kuxúrhá v. i. || [viver bem, à larga]: kuxúrhá v. i. e) (dedicar-se inteiramente) kuhanyela, kuchívíríkéla v. apl. f) (conviver) kuhanyisana v. rec.",20340105
confiar,"v. t. a) (acreditar) kutshémbá v. t. b) (transmitir, encarregar) kurhwéxá; kunyíká, kutamelisa, kufísétá v. t. c) (encomendar, recomendar) kunyíkétá v. t.",20340106
comemorar,"v. t. 1. (trazer à memória; fazer recordar) kutsúndzúxá v. caus. 2. (solenizar, recordando) kukúmbúká, kutsúndzúká v. t. 3. (ext.) (festejar, celebrar) kukúlúngéla v. t.",20340107
alegrar,v. t. kutsakisa v. caus. 2. v. pron. kutsaka v. i.,20340108
reunir,"1. ut. a) (juntar (o que se achava disperso); agrupar) kuhlanganisa u. caus., kuhlengeleta v. t. b) (fazer comunicar (uma coisa com outra)) kuhlanganisa v. caus., kukhúlékéta v. t. c) (aliar, juntar, combinar; harmonizar) kutwánánísa; kuyelanisa v. caus. 2. v. i. (realizar reunião) kuhlengeletana v. i. 3. v. pron. a) (ajuntar-se, unir-se) kuhlangana v. rec. b) (aliar-se, unir-se, em favor de) kutwáná v rec.",20340109
ver,"1. v. t. (perceber ou conhecer pela visão; avistar; presenciar; notar; concluir) kuvóná v. t. 2. v. i. (perceber as coisas pelo sentido da visão) kuvóná v. i. 3. v. pron. a) (mirar-se; reconhecer-se) kutivóná v. pron. b) (achar-se em certo estado, condição, ou lugar) kutikúmá, kutivóná v. pron. c) (encontrar-se mutuamente) kukumana, kuvónáná v. rec.",20340110
jogar,"v. t. a) kuchá | kuthá, kutlángá v. t. b) (qualquer jogo em que se impulciona a bola com os pés) kubélá, kukhavela v. i. c) (arremessar, atirar) kuhoxa, kujíkíjéla, kucúmékétéla | kucúkúmétéla v. t. 2. v. i. a) kuthá kuchá, kutlángá v. i. b) (qualquer jogo em que se use uma bola) kubélá, kukhavela v. i. c) (combinar, harmonizar-se) kuyelana, kufámbélána v. d) (oscilar, balançar(-se)) kudzéládzéla, kuncíkínyá, kuncínkáncínka v. i.",20340111
beneficiar,"v. t. kupfuna, kusízá v. t., kuvúyélísa v. caus., kusáséla v. apl. 2. v. i. kupfuneka v. i., kuvúyélíwa v. i. 3. v. pron. (beneficiar-se) kutipfúná, kutisízá v. pron.",20340112
violeta,"1. adj. (da cor da violeta, violeta) -á muválá wá vhínyu loc. adj. 2. s. m. (a cor roxa; violeta) ribúngúngatí (ri).",20340113
informar,"v. t. a) (dar informe ou parecer sobre) kutívísá v. t., kuvíká kubíká v. t., kurúngúlá, kuhlamusela v. t. b) (instruir, ensinar) kujóndzísá v. t. c) (confirmar, apoiar) kutíyísá, kusékétéla v. t. 2. v. pron. (tomar conhecimento de; inteirar-se) kutívá; kumámélá v. i.",20340114
imaginar,"v. t. a) (pensar) kuyanakanya, kuyehleketa, kupimisa, kuqavanga, kujá ngqhóndho v. t. b) (supor) kukumbeta, kukumbetela, kukáríngéta, kupimanisa v. t. c) (fantasiar) kulórhá v. t. [cf. sonhar], kuphaya kujámúká v. t.",20340115
fogo,"s. m. a) (lume) ndzilo (mu-mi). b) (chama) s. f. lángavi (ri-ma), rivávula (ri-ti). c) (facho, archote) xisásándzílo, xisásá (xi-svi). d) (fogão, lareira, etc.) xitíkó (xi-svi). e) (residência de uma família; lar) njangu (mu-mi). f) (descarga de arma) kudúvúlá (ku). g) (sensação geral de calor pronunciado e incômodo) kuhísá (ku). h) (clarão intenso; inflamação espontânea de gases emanados de sepulturas e de pântanos) xivaso (xi-svi).",20340116
mundo,"s. m. a) (o globo terrestre; a Terra) misava (mi). b) (tudo o que existe na Terra; universo) ntumbuluku (mu). c) (a humanidade; as pessoas) munhu (mu-va), vanhu (va), misava (mi).",20340117
formular,"v. t. a) (expor com precisão, exprimir (um conceito, pedido, proposta, etc.)) kuhlamusela, kukómbísá v. t. b) (receitar) kuleleta (murhí) v. t., kuresetara (murhí) v. t. (P) receitar.",20340118
mostrar,"1. v. t. a) (indicar, apontar) kukomba v. t.. || [mostrar o traseiro]: kuhontola v. i, kuhontolela v. apl., kuhonto ideo. || [mostrar as nádegas ou as coxas]: kuvhevhula, kucengula. b) (indicar com o dedo, ponteiro, etc.) kukombeta, kuxungameta v. t.. 2. v. pron. a) (mostrar-se, pavonear-se) kutivombisa, kutigwirisa kugwira v. i.. b) (mostrar-se, ser evidente, revelar-se) kutikomba v. pron.. || [mostrar os dentes (como num sorriso ou num esgar de raiva)]: kucinama v. t., kucinini ideo.",20340119
completar,"v. t. a) kuhlanganisa | kutlhanganisa v. caus. kutátá, kutátísá v. t. b) (concluir) kuhétísá v. t. 2. v. pron. a) kuhlangana, kuhéla; kutála v. i. b) (estar completo, perfeito) kuhélélá, kuhétíséka v. i.",20340120
gostar,"v. t. a) (preferir) kurhándzá v. t. b) (apreciar) kulává v. t., kutsakela v. apl.",20340121
contar,"v. t. a) (narrar) kurúngúlá, kuqoqa, kutshandza, kumámúlá v. t. || [contar, por exemplo uma história, uma lenda]: kuchá | kuthá, kutshékétá v. t. || [contar uma fofoca]: kubzélétéla, kundzavata v. t. b) (determinar o número) kukonta, kukontela v. t. (P), kub'ala v. t. (Z). Ex.: contar o gado no curral kukonta/kub'ala tihomu rhangéni. || [contar no abstracto]: kuhlayela v. i., kukontela v. i. (P).",20340122
completar,"v. t. a) kuhlanganisa | kutlhanganisa v. caus. kutátá, kutátísá v. t. b) (concluir) kuhétísá v. t. 2. v. pron. a) kuhlangana, kuhéla; kutála v. i. b) (estar completo, perfeito) kuhélélá, kuhétíséka v. i.",20340123
contribuir,"v. i. (colaborar, cooperar) kupfúnétá, kuvéká voko v. i., kutirhisana v. rec. || [contribuir (em dinheiro ou outros bens)]: kukhupa, kuhlenga v. t.",20340124
encontrar,"v. t. kukuma v. t. || [não encontrar]: kupfúmálá v. t. 2. v. pron. a) (achar-se, haver, existir) kukumeka v. i. b) (encontrar-se com) kukumana, kudíváná, kuhlangana, kukotlana v. rec.",20340125
alegria,"s. f. a) kutsaka (ku), ntsaku (mu-mi). b) (bonacheirice, jocosidade) rihleko (ri-ma) (geralmente no plural).",20340126
celebrar,"v. t. a) (fazer realizar com solenidade; promover) kurhángélá, kufámbísa v. caus. b) (festejar) kuyendla nkhuvu v. i. c) (publicar com louvor; exaltar) kutlángélá v. t., kudzunisa, kutlakusa v. caus. d) (acolher com festejos, comentários, demonstrações ruidosas, etc.) kuyamukela hí mintlóló v. t.; kukúlúngéla v. t. e) (concluir (um acto ou contrato)) kutiyísa v caus., kufunga v. t. f) (dizer, rezar (missa); dirigir (culto)) kukhóngélísa v. caus. kuyendla mísa v. i.; kufámbísá sónto, kusóntísa v. caus.",20340127
verificar,"1. v. t. kukámbísísa, kuxópáxópa, kuxíyísísa, kukhexa v. t., kuchéká v. t. (l) check. 2. v. pron. kuvónéká, kuyendleka, kuhúméléla v. i.",20340128
hoje,"adv. a) namúntlha | nyamúntlha adv. b) (na época que corre, actualmente) masíkú lawa (loc. adv., namúntlha adv).",20340129
estudar,"v. t. a) (aprender) kujóndzá, kufúndhá v. t. b) (analisar, assuntar-se sobre) kuxópáxópa, kujóndzá, kukámbá, kutlhantlha, kuxíyá v. t., kunalizara v. t. (P) analisar.",20340130
aplaudir,"v. t. (incitar, aplaudir, por exemplo a um cantor, um artista em palco) kukhúzá, kukhúzélá v. t. (Z) ukukhuza. || [aplaudir, por exemplo, a um cantor, um artista em palco, oferecendo-lhe dinheiro ou outro bem de ocasião]: kukhómbá, kuqókóléla, kuchachazela v. t. 2. v. i. (aplaudir batendo as palmas) kubá mándla, kubá mavókó, kuphókótá mándla, kuphókótá mavókó kuphákátá mándla, kuphákátá mavókó; kuphókótéla | kuphákátéla v. i.",20340131
sorriso,"s. m. kuhlekelela, kun'wayitela, kub'onyozela, kurhun'wata (kn), n'wayitelo, b'onyozelo (mu-mi).",20340201
fruta,s. f. mihandzu (mi); handzu (mu-mi). || [fruta seca]: svitsómbé (svi).,20340202
entregar,"v. t. kunyíkélá, kunyíkétá, kuhéndléléta v. t. [entregar de má vontade, atirando]: kudládláláta, kudlídlíríta, kupípíríta, kugígíríta, kuhíhílíta v. t. 2. v. pron. kutinyíkélá, kutinyíkétá v. pron.",20340203
sugerir,v. t. kuxungameta; kutlhávúkányísa; kuvéká mavónélá; kukómbísá v. t.,20340204
adaptar,"v. t. kuyelanisa; kubámbíyéta v. t. b) (habituar, acostumar, afazer, adaptar) kutólóvéta v. caus. c) (ajustar a uma situação sem estar, ou não estando inteiramente, de acordo com ela) kubámbíyéta, kurhén-dzévéta v. t. d) (aplicar, apor) kuvékéla v. t. kudapitara (P). adaptar. 2. v. pron. kutólóvéla v. i.",20340205
participar,"v. t. a) (avisar) kutivisa v. t.. b) (fazer queixa, denunciar) kumangalela, kuqeva (ku). c) (ter ou receber parcela de um todo) kuyaveliwa, kulawuliwa v. pass.. d) (tomar parte) kukumeka, kuhlengela v. i.",20340206
voar,"v. i. kuhaha, kupuruma v. i.",20340207
atender,"v. t. a) (dar atenção, fazer caso de; levar em conta) kunaka, kukhátáléla, kulondzisa kulondza v. t., kutendera v. t. (P). b) (prestar auxilio a) kutsutsumela kupfuna v. t. c) (responder, por exemplo, a um chamado, a uma chamada telefónica) kuhlamula, kuyangula v. t., kutendera v. t. (P).",20340208
guiar,"v. t. a) (conduzir) kufámbísá; kukómbá (ndléla) v. t. b) (aconselhar) kuvónísá, kululeka v. t.",20340209
exemplificar,"v. t. kufanisa, kukómbísá, kuringanisa, kupimanisa, kuringanyeta v. t.",20340210
capacitar,"v. t. kutlháríhísa v. caus., kunyíká ntámu v. t.",20340211
família,"s. f. a) njangu, munti (mu-mi), nghámú (yi-ti), b) (parente) xaka (ri-ma). c) (ascendência, linhagem) rixaka (ri-ti).",20340212
lembrar,"v. t. (fazer lembrar) kurímúxá, kurímúkísa, kutsúndzúxá, kutsúndzúkísa, kuyanakanyisa, kukúmbúxá, kukhúmbúzá v. caus. 2. v. i. & pron. (lembrar-se) kurímúká, kutsúndzúká, kukúmbúká, kukhúmbúlá, kuyanakanya v. t.",20340213
grande,adj. 2 gen. -kúlú adj. || [muito grande]: -kúlúkumba adj.,20340214
fortalecer,v. t. kutíyísá v. caus.,20340215
juntar,"v. t. a) (pôr junto) kuhlanganisa v. caus., kuhlengeleta v. t. b) (misturar) kupfángányisa | kupfángá, kupfángányéta, kudívánísa v. caus., kukátsá, kupátsá v. t. c) (acrescentar) kuyengeta, kuyengetela, kutlhantekela v. t. 2. v. pron. a) (juntar-se; misturar-se) kuhlangana, kuhlengeletana, kub'útháná; kupfángáná, kukátsáná, kupátsáná, kudivana v. rec. b) (amasiar-se) kuhanya ní mbuye v. i.; kutitlhúvá v. pron. (Diz-se da mulher.).",20340216
brilhar,"v. t. kuvangama, kuphatima | kuhatima v. i., kuvayivayi, kuphatiphati, ideo. || (brilhar por um momento) kutsayita v. i.",20340217
vento,"s. m. móyá (mu-mi), méhó | mhéhó (yi-ti). || [vento acompanhado de poeira]: búbutsa (ri-ma). || [vento do leste]: mfenyá (yi-ti). || [vento do sudoeste]: mfenyánkúlú (yi-ti), ximbhémbwé (xi-svi). || [vento sul]: madzóngá (mu-va).",20340218
horizonte,"s. m. a) (linha do horizonte) magimamusi (ku), vugimamusi (vu). b) (perspectiva) lángútélo (ri-ma).",20340219
corrigir,"v. t. kululeka, kulungisa | kulunghisa, kululamisa v. caus.",20340220
voltar,"1. v. t. a) (mudar de posição ou direcção) kuhundzuluta, kuhundzuketa, kundzúlútá v. caus. b) (virar de baixo para cima) kujima v. t. c) (dirigir, apontar) kukóngóméta v. caus., kukómbeta, kuxungameta v. t. 2. v. i. a) (ir ou dirigir-se ao ponto de onde partiu; regressar, retornar) kutlhela v. i. || [ir de volta à casa, ao lugar habitual]: kumúká, kutlhelela v. i. || [vir de volta à casa, ao lugar habitual]: kuvúyá v. i. || [voltar ao curral de manhã cedo depois de uma rápida pastagem, para a ordenha - Diz-se do gado.]: kubúthá | kuvúthá v. i. || [voltar a si]: kuxálámúka | kukálámúka, kusísímúka, kuqavuka v. i. || [voltar a]: kutlhela, kuyengeta, kuphinda v. aux. b) (virar-se) kudiba v. i. Ex.: O carro voltou-se. Móvha wúdíbíle. 3. v. pron. a) (voltar-se, revirar-se) kutshúkátshúka | kuchúkáchúka, kuhundzuluka, kuhundzukula, kundzúlúká v. i. b) (revoltar-se, insurgir-se) kuhundzukela, kupfúkélá v. apl.",20340221
motivar,"v. t. a) (dar motivo a; causar; produzir) kuvanga v. t., kuvangela v. apl.. b) (incitar, interessar) kususumeta, kuhlohlotela, kukucetela v. t.; kunyanyukisa v. caus.",20340222
saber,1. v. t. & i. kutívá v. t. & i. 2. s. m. (conhecimento) vutíví (vu).,20340223
trabalhar,"1. v. t. (pôr em obra; lavrar; esmerar-se na feitura ou execução de; pôr (pessoa, grupo, colectividade) em condições de assumir determinado papel) kutirha v. t., kusévénzhá v. t. (Z) . 2. v. i. a) (ocupar-se em algum mister; exercer o seu oficio) kutirha v. i., kusevénzhá v. i. (Z), kujóbá | kujópá v. i. (l) job . b) (estar em funcionamento, em movimento; funcionar) kutirha v. i.",20340224
beijar,"v. t. kunqunta v. t., kukhísá v. t. (1) kiss, kutéká khísi, kupsómpsá khísi v. t., kubexjara, kubexjinyara v. t. (P).",20340225
proteger,"v. t. kuvhikela, kusírhélá, kusírhéléla; kusékétéla v. t. || [proteger com cerca]: kubíyélá, kubíyéléla, kuvávélá v. t. || [proteger (a casa) dos maus espíritos]: kubíyá v. t.",20340226
arrancar,"v. t. a) (desprender da terra) kutsuvula, kusímúlá v. t. || [arrancar tufos de ervas com golpes de enxada]: kubvavula v. t. b) (fazer sair, puxando) kuhlomula; kugúlá; kurhúndzúvúla | kurbúrbúvúla, kurhúrbúmbúla v. t. c) (afastar, desviar) kususa, kukhipa v. t. d) (tirar à força) kuwutla v. t. 2. v. i. a) (partir ou sair com impeto ou de repente) kubángúlá v. i. b) (pegar, por exemplo, o motor de arranque de um automóvel) kustátá v. i. (1) start. c) (pegar, por exemplo, o motor) kuduma v. i. d) (começar) kusungula v. i.",20340227
mover,"1. v. t. a) (dar ou comunicar movimento a; pôr em movimento; mexer) kuninginya, kuninganingisa, kufambisa v. caus.. || [mover a bacia, a pelve, para frente e para trás, como em algumas danças]: kukhwinya v. i. (gross.) || [mover a bacia, a pelve, para frente e para trás, na cópula carnal]: kukhwinyeta, kukhwinyetela v. t. & i. (obsc.) b) (fazer sair do lugar) kususa, kukhipa v. t.. c) (movimentar de um para outro lado; menear) kuhlakahla, kusuluta v. t.. d) (inspirar dó ou compaixão a; comover) kujuja, kukhumba; kukhoma mbilu v. t.. 2. v. i. a) (causar comoção) kujuja, kukhumba; kukhoma mbilu v. i.. b) (ter aborto) kuxixa, kuboxa; kuholota v. i. [cf. abortar]. 3. v. pron. a) (estar ou pôr-se em movimento; mexer-se de um para outro lado) kuninginika; kufambafamba v. i.. b) (agitar-se) kutsekatseka; kutshukatshuka kuchukachuka v. i.. c) (passar, decorrer) kuhundza, kunhlula v. i.. d) (caminhar, andar) kufamba v. i.. e) (comover-se) kukhomiwa mbilu; kunyanyuka v. i.",20340228
forte,"adj. -á ntámu, -á mátimbá; -á kutíyá, -á kutháthélá loc. adj. 2. s. m. (fortaleza) khokholo (ri-ma).",20340301
escolher,"v. t. kukhétá, kulángá, kuhlawula v. t. || [escolher, tirar à sorte]: kuvhátá v. t.",20340302
receber,". t. a) kuyamukela v. t. || [receber salário, subsídio]: kuhola v. t. || [não receber (numa distribuição, por já não haver mais)]: kukíyélá v. t. || [não receber o suficiente : kukáyívéla v. i. b) (aceitar) kupfumela v. t. c) (hospedar) kurhúrhélá v. t. d) (ser alcançado ou atingido por; apanhar) kukumiwa v. pass., kukuma v. t.",20340303
casa,"s. f. a) yindlo (yi-ti). || [casa sem mobília): mpángaxa (mu-mi). || [casa de banho]: xikótí (xi-svi), vuhlambelo (vu). b) (lar, familia) munti | muti (mu-mi); kayá (ri-ma). || [casa paterna]: ká le kw- (ku). Ex.: a minha/ a nossa casa paterna ká le kwérhú Ex.: a tua/ a vossa casa paterna ká le kwénú Ex.: a sua (dele/ deles) casa paterna ká le kwávú c) (abertura por onde passa o botão) xiva (xi-svi), nhuva (yi-ti).",20340304
brisa,"s. f. svimóyáná (svi), rimóyáná (ri).",20340305
planejar,"| planear v. t. kukúngúháta, kuyáká makúngú v. t., kupúláná, kubá mpúlána v. t. (1) plan.",20340306
responder,"ut. kuhlamula, kuyangula, kuphindhula ut. || [responder a um chamamento, a um cumprimento]: kupfumela v. i.",20340307
garantir,"v. t. kutíyísá, kutshémbísá v. t. kuyendla lésváku v. i.",20340308
verde,"adj. 2 gen. a) (Diz-se da cor verde) -á rihláza loc. adj. Ex.: capulana verde. ngu-vu yá rihláza. b) (não maduro) -mbísí adj. Ex.: tomate verde ximátí ximbísí. c) (tenro, jovem - Diz-se das plantas.) -á kútsákáma loc. adj.",20340309
agir,"v. i. a) (actuar) kuyendla | kuyenca, kutirha v. i. b) (dispor de maneira que evite (dano, mal)) kusívélá, kulúmúkéla v. t.",20340310
desenhar,"v. t. a) kutsálá, kurhálá v. t., kudezenyara v. t. (P), kudórówá v. t. (1) draw. b) (conceber, projectar) kukúngúháta, kupimisa v. t.",20340311
treinar,"1. v. t. kulétélá v. t., kuternara | kutrenara v. t. (P), kutólóvéta v. caus., kuternarisa | kutrenarisa v. caus.. 2. v. i. & pron. kutitólóvéta v. pron., kuternara | kutrenara v. i. (P) .",20340312
lutar,"1. v. i. a) (combater, brigar) kulwa v. i. . b) (despender todas as forças, trabalhar com afinco, para atingir certo objectivo) kutshetshembuteka, kuvindlavindleka, kugingiriteka v. i. . c) (disputar, competir) kulwetana v. rec.. || [lutar corpo-a-corpo, engalfinhando-se, agarrando-se um ao outro]: kupshimbirisana v. rec.. || [lutar com ramos verdes, numa brincadeira entre rapazes]: kuphundlana v. rec.. || [lutar corpo-a-corpo, com paus]: kuvhikisana (hi tinhonga) v. rec.",20340313
clarificar,"v. t. (esclarecendo) kubasisa, kudlúnyátá, kudlúnyátísa v caus., kuhlamusela, kutlhávúkányísa v. t.",20340314
dócil,adj. 2 gen. -á kúnábzála loc. adj.,20340315
atentar,"s. f. a) (cuidado, zelo) nongoti (mu-mi), kutivónélá, kutibasópa (ku). b) (consideração, cortesia) vumunhu, vukumpfákumpfá (vu).",20340316
solicitar,v. t. kukómbélá v. t.,20340317
restaurar,"ut. kuyákísá, kupfúxétá, kupfúxétéla v. t.",20340318
abraço,"s. m. kuvúkárhá, kutlámárhéla, kusingarhela, kukhúmbárhéta, kukhwámárhéta, kuvúlúngéta, kuxíngá (ku), kuháká (ku). (1) hug., nsíngárhélo, nkhwámárhéto, vúlúngéto (mu-mi).",20340319
reorganizar,"u. t. kutlhela -lúlámésélá, kululamisela kámbe, kutlhela -lúnghísélá, kulunghisela kámbe, kutlhela, -kórókéta, kukórékéta kámbe v. t.",20340320
elogiar,"v. t. kubuma, kudzuna, kuthéméndéla, kukhúzélá v. t. || [elogiar, especialmente deitando loas]: kubumabumela v. t. || [elogiar em forma de poesia]: kuthópá v. t.",20340321
expor,"v. t. kukómbísá; kudlúnyátá, kuvéká riváléni, kuvéká gqekéni v. t. || [expor um assunto]: kuyandlala v. t. 2. v. pron. kutiyánéká v. pron.",20340322
crescer,"v. i. a) kukúlá v i; kumila v. i. (referente a plantas, cabelo, etc.); kukukumuka v. i. (referente a massa de pão, de bolo...) || [voltar a crescer - Diz-se das plantas]: kurhumbuka v. neutr. pass b) (fazer-se) kupámbá v. i.",20340323
claro,"adj. -á kúkhánya, á kúbása, -á kudlúnyátéka, -á kuvónéká, -á kuvóná loc. adj. Ex.: Quero uma tinta clara. Ndzilává pénde rá kuvóná. 2. adv. (com clareza; claramente) hí kúkhánya, hákunéné loc. adv. 3. interj. (sem dúvida; evidentemente) kunéné, ímpéla, vhéla interj.",20340324
subir,"1. v. t. a) (elevar) kukhwélísá, kutlhantukisa kutlhandlukisa; kudekula v. caus.. || [ajudar a subir, empurrando para cima]: kubúnyétá v. t. . b) (galgar; percorrer, subindo) kukhwélá, kutlhantuka kutlhandluka v. t.. || [subir uma encosta]: kukhupuka v. t. & i. . c) (montar, colocar-se sobre uma montada) kugada v. t. . d) (entrar para um veículo) kukhwélá v. t. . e) (aumentar o preço de) kutlakusa, kukhwélísá v. caus.. 2. v. i. a) (ascender, elevar-se) kukhwélá, kuphákámá, kutlhantuka kutlhandluka v. i.. || [subir, elevar-se. Diz-se do fumo]: kutúvíká, kumbúlúká, kumpákúká v. i. . b) (montar, colocar-se sobre uma montada) kugada v. i. . c) (aumentar de preço) kutlakuka, kukhwélá v. i.",20340325
usar,"v. t. a) (genérico) kutirhisa Ex.: usar uma charrua, usar uma peneira kutirhisa gejo, kutirhisa rihlelo. b) (ter o costume de) kutólóvéla, kukótísá v. t. || [usar de hospitalidade]: kurhúrhélá v. i. c) (pôr roupa, chapéu) kuyambala, kugqoka, kuvehela | kuveheta || [usar, amarrar o lenço à cabeça]: kumbhoza, kubóhá v. t. || [usar, amarrando à volta do corpo]: kubóhá v. t. Ex.: usar uma capulana kubóhá ngúvu. || [usar a capulana à altura do peito]: kugqaya v. t. & i. || [usar roupa curta]: kukomisa v. i., kugomisa v. i. (Ro). || [usar a roupa (calças, saias, etc.) muito abaixo da cintura]: kunyeketa, kubá nyekéta v. i.",20340326
insistir,"v. i. kusímámá, kuphikelela v. i., kukhó ideo. Ex.: Ele insiste na sua cantilena! Ali khó, ní ngoma yá yena yá khéle! Ex.: Insistam, acabará por ceder. Míku khó, átáze ápfumelá. b) (pôr ou fazer instância, argumentando; questionar) kukánélá, kukánétá v. i., kuxálúdzá v. i. (fig.) [cf. neutralizar], kutlhava mhaká v. i. (idiom.). c) (ser necessário ou urgente) kubóhá, kufánélá, kúkómbélá, kulávéká v. i.",20340327
azul,adj. 2 gen. -á wási; -á nkuxé loc. adj. 2. s. m. a) (a cor azul) wasi (ri-ma). b) (a cor azul-esverdeada) nkuxé (mu-mi).,20340328
luz,"s. f. kuvonakala (ku), rivoningo (ri-ti). || [luz artificial]: gezi (ri-ma). (1) gas.",20340329
avançar,"v. t. a) (fazer ir para diante; fazer adiantar) kurhángísá, kuyisá máhlwéni, kuyisá phámbheni v. caus. b) (superar, exceder) kutlúlá, kurhángélá v. t. c) (ir além de (o ponto permitido ou convencionado); ultrapassar) kuhundza, kunlhúlá v. t. 2. v. i. a) (andar para a frente; adiantar-se) kurhángá v. i. b) (progredir) kuphókóphéla | kupfókópféla kuyá máhlwéni, kuyá phámbheni v. i. || [avançar ou subir, como uma seta]: kutúmá v. t. c) (decorrer, passar (o tempo)) kuhundza, kunlhúlá v. i. d) (ganhar terreno) kumpfempfa v. i.",20340330
nuvem,"s. f. papa, refu (ri-ma), ntingajambu (mu-mi).",20340331
praticar,"1. v. t. a) (levar a efeito; cometer, executar) kuyendla kuyenca, kumaha v. t. b) (actuar em; exercer) kutirha v. t. c) (fazer (determinado desporto, ou modalidade desportiva)) kuyendla v. t. d) (treinar, procurar adquirir prática ou experiência) kutitólóvéta v. pron., kupratikara v. t. (P). 2. v. i. (adquirir experiência) kutólóvéla v. i.",20340401
validar,"v. t. kutíyísá v. caus., kufunga; kupfúxétá v. t.",20340402
apoiar,"v. t. a) (ajudar, defender) kusékétéla, kusékélá, kuyímélá, kupfuna v. t., kupoyara, kuapoyara v. t. (P). b) (encostar contra) kukhégétéla | kukhígétéla, kugimeta, kugenetela kugemeta | kugenetela v. t. || [apoiar, por exemplo, a panela ao lume com pedras para não cair]: kukúngétá, kutlhiva; kuqaka v. t. 2. v. pron. kutisékétéla v. pron., kukhégélá | kukhígélá v. i.",20340403
pedra,s. f. ribze rigwe (ri-ma) (plural: maribze/mabze; marigwe). || [pedra preciosa]: ribze ra nkoka (ri-ma).,20340404
